,RTN,date_sampled_well,sample_id_x,lab_x,Matrix_x,lat_x,lon_x,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,elevation_well,MUSYM_well,BROCKDEPMI_well,WTDEPANNMI_well,FLODFREQDC_well,FLODFREQMA_well,PONDFREQPR_well,DRCLASSDCD_well,DRCLASSWET_well,HYDGRPDCD_well,SLOPE_well,SLOPEGRADD_well,SLOPEGRADW_well,map_unit_groups_well,slope_phase_well,primary_series_well,secondary_series_well,tertiary_series_well,primary_texture_well,secondary_texture_well,tertiary_texture_well,extra_desc_well,slope_aspect_well,level_0_DS,index_DS,report,lab_y,sample_id_y,Matrix_y,date_sampled_ds,lat_y,lon_y,NEtFOSAA_DS,PFBS_DS,PFDA_DS,PFDoA_DS,PFHpA_DS,PFHxA_DS,PFHxS_DS,PFNA_DS,PFOA_DS,PFOS_DS,PFTA_DS,PFTrDA_DS,PFUnA_DS,elevation_ds,MUSYM_ds,BROCKDEPMI_ds,WTDEPANNMI_ds,FLODFREQDC_ds,FLODFREQMA_ds,PONDFREQPR_ds,DRCLASSDCD_ds,DRCLASSWET_ds,HYDGRPDCD_ds,SLOPE_ds,SLOPEGRADD_ds,SLOPEGRADW_ds,map_unit_groups_ds,slope_phase_ds,primary_series_ds,secondary_series_ds,tertiary_series_ds,primary_texture_ds,secondary_texture_ds,tertiary_texture_ds,extra_desc_ds,slope_aspect_ds,elevation_ds_to_well,Notif_Date,days_since_release,distance_ds_to_well,bearing_ds_to_well
22,2-0020439,2019-08-28 00:00:00,223-WHITE,SGS,DW - Drinking Water,42.3797686,-71.48868871536908,0.915,0.223472996789,1.0,2.0,0.130918705801325,0.0787961069148961,0.355,0.0806271336594724,0.318203847853287,0.355,0.355,0.355,2.0,67,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,2,2018-01-24 00:00:00,581.0,7.975000312375474e-05,138.30823703973337
23,2-0020439,2019-09-25 00:00:00,4-CRANBERRY,SGS,DW - Drinking Water,42.38004905,-71.48944232056856,0.915,0.517123433293529,0.95,1.85,0.538610257163303,3.43067093565403,0.169405015692659,0.311612309517528,1.24618053172293,0.665653224258015,0.355,0.355,1.85,67,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,2,2018-01-24 00:00:00,609.0,6.68386109518626e-05,140.16914560966035
24,2-0020439,2018-10-15 08:05:00,115-PARMENTER-10152018,Alpha,Dw,42.38142695000001,-71.49494984359757,0.258,0.0330504231380114,0.296,0.298,0.699751488627394,0.121,0.839294255795102,2.01441431101832,12.2,1.35744913250399,0.19875,0.2335,0.197,78,311B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,very stony,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-9,2018-01-24 00:00:00,264.0,1.6717632097666688e-05,173.61185192800298
25,2-0020439,2018-10-15 08:22:00,19-PARMENTER-10152018,Alpha,Dw,42.38875205,-71.49670350115997,0.258,12.3,0.296,0.298,3.36,0.121,0.683832137718196,1.55756835892798,27.7,1.17034168531001,0.19875,0.2335,0.197,71,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-2,2018-01-24 00:00:00,264.0,1.2076880850648685e-05,345.60216248125545
26,2-0020439,2018-10-15 08:32:00,144-PARMENTER-PRE-10152018,Alpha,Dw,42.37917635,-71.49565584311023,0.258,1.22916654348079,0.296,0.298,1.00980108731535,0.121,0.558226483010533,0.500260197885105,0.868751894666026,0.603477995052727,0.19875,0.2335,0.197,69,255B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,0,2018-01-24 00:00:00,264.0,3.96124386298611e-05,180.62734688456734
27,2-0020439,2018-10-15 08:42:00,144-PARMENTER-POST-10152018,Alpha,Dw,42.37917635,-71.49565584311023,0.258,0.133645998867705,0.296,0.298,0.105515280524305,0.121,0.027772289589367,0.0936856597030309,0.258144700469362,0.22661490302876,0.19875,0.2335,0.197,69,255B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,0,2018-01-24 00:00:00,264.0,3.96124386298611e-05,180.62734688456734
28,2-0020439,2018-10-15 09:04:00,27-PARMENTER-10152018,Alpha,Dw,42.387678,-71.49581873324281,0.258,3.98,0.296,0.298,6.02,0.121,2.64,0.326409732816008,14.5,30.1,0.19875,0.2335,0.197,82,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-13,2018-01-24 00:00:00,264.0,4.9430968944877005e-06,355.1032384087075
29,2-0020439,2018-10-15 09:25:00,81-PARMENTER-10152018,Alpha,Dw,42.3819647,-71.49504657527955,0.258,0.111780794953749,0.296,0.298,3.24,0.121,0.0332130214851868,0.0341681615416489,20.5,0.283315985750729,0.19875,0.2335,0.197,78,307C,,61.0,None,None,0-14%,Well drained,Well drained,C,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,8 to 15 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,stony,153.43495178222656,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-9,2018-01-24 00:00:00,264.0,1.2549863444682858e-05,173.7935646791364
30,2-0020439,2018-10-15 09:44:00,58-PARMENTER-10152018,Alpha,Dw,42.3849969,-71.49766714563644,0.258,0.429172046423162,0.296,0.298,0.099152318742373,0.121,0.239108573705244,0.259888541057045,2.59,0.691193406639764,0.19875,0.2335,0.197,74,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-5,2018-01-24 00:00:00,264.0,4.652630755784049e-06,253.09044074588604
31,2-0020439,2018-10-15 10:12:00,3-ANNIE-10152018,Alpha,Dw,42.3808584,-71.4926817421402,0.258,0.201685948648488,0.296,0.298,2.82,0.121,3.26,2.42,7.12,2.84,0.19875,0.2335,0.197,67,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,2,2018-01-24 00:00:00,264.0,2.9561355716770472e-05,155.22669350670014
32,2-0020439,2018-10-15 10:35:00,76-PARMENTER-10152018,Alpha,Dw,42.38258725,-71.4962039,0.258,0.674477889516528,0.296,0.298,0.627533538316162,0.121,0.285013755797035,0.564285431493572,5.74,0.548979036413169,0.19875,0.2335,0.197,81,307C,,61.0,None,None,0-14%,Well drained,Well drained,C,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,8 to 15 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,stony,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-12,2018-01-24 00:00:00,264.0,8.718681843151563e-06,189.3337984739639
33,2-0020439,2018-10-15 10:51:00,50-PARMENTER-10152018,Alpha,Dw,42.3855629,-71.49768182071458,0.258,0.0538211372585476,0.296,0.298,0.0305926000370363,0.121,0.0324794424591012,0.0249416493300067,3.33,0.087749919278082,0.19875,0.2335,0.197,68,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,1,2018-01-24 00:00:00,264.0,4.499988826090748e-06,273.4153635397076
34,2-0020439,2018-10-15 11:13:00,5-ANNIE-10152018,Alpha,Dw,42.3812553,-71.49279435,0.258,0.23433208143501,0.296,0.298,0.206702084721583,0.121,0.0862329562590882,0.0762281795398764,3.75,0.318098738800698,0.19875,0.2335,0.197,76,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-7,2018-01-24 00:00:00,264.0,2.5422469171856854e-05,154.1162769210654
35,2-0020439,2018-10-15 11:30:00,4-ANNIE-10152018,Alpha,Dw,42.3814133,-71.4932893347826,0.258,0.302399620834268,0.296,0.298,0.232611572897286,0.121,0.194028101866379,0.256683893694254,6.3,0.318098738800698,0.19875,0.2335,0.197,76,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,135.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-7,2018-01-24 00:00:00,264.0,2.1620312090870718e-05,157.51146900370873
36,2-0020439,2018-10-15 11:47:00,128-PARMENTER-10152018,Alpha,Dw,42.38060725,-71.49542905622809,0.258,0.697249053737559,0.296,0.298,3.37,0.121,1.95,0.263414437560743,18.4,2.47,0.19875,0.2335,0.197,69,311B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,very stony,225.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,0,2018-01-24 00:00:00,264.0,2.3659298364377934e-05,178.8380744287874
37,2-0020439,2018-10-15 12:49:00,78-PARMENTER-10152018,Alpha,Dw,42.3812381,-71.49836818225079,0.258,0.76968964766534,0.296,0.298,0.338085944235264,0.121,0.164608966677252,0.663100606192008,2.0,0.878210288837614,0.19875,0.2335,0.197,95,305D,,61.0,None,None,0-14%,Well drained,Well drained,C,D,20.0,20.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,15 to 25 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,nan,90.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-26,2018-01-24 00:00:00,264.0,2.5776261233842723e-05,206.09477219258088
38,2-0020439,2018-10-15 13:08:00,8-CRANBERRY-10152018,Alpha,Dw,42.37985235,-71.49099921446205,0.258,0.46156178620469,0.296,0.298,0.399974717239844,0.121,0.244015909954878,0.43821489890923,0.751723592791222,0.409161954595277,0.19875,0.2335,0.197,64,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,71.56504821777344,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,5,2018-01-24 00:00:00,264.0,5.237649815058018e-05,149.03119512195175
39,2-0020439,2018-10-15 13:22:00,6-CRANBERRY-10152018,Alpha,Dw,42.37989615,-71.49016025556841,0.258,0.155706235707644,0.296,0.298,0.0244317859017049,0.121,0.0047681551070994,0.022710767738116,0.114913174138228,0.548979036413169,0.19875,0.2335,0.197,64,255A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,5,2018-01-24 00:00:00,264.0,6.02471252045755e-05,144.39590369867224
40,2-0020439,2018-10-15 13:44:00,129-PARMENTER-10152018,Alpha,Dw,42.38086455,-71.49430330400905,0.258,0.766661319283455,0.296,0.298,0.600393679227044,0.121,0.396991605130322,0.754116124236117,7.5,0.854909277714758,0.19875,0.2335,0.197,69,311B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,very stony,116.56504821777344,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,0,2018-01-24 00:00:00,264.0,2.2791290575277712e-05,168.58005180264416
41,2-0020439,2018-10-15 14:03:00,75-PARMENTER-10152018,Alpha,Dw,42.3832763,-71.495800447822,0.258,0.674477889516528,0.296,0.298,0.636380962908521,0.121,0.589087127491963,1.37983331394479,5.54,1.19583737911409,0.19875,0.2335,0.197,78,255B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,windsor,nan,nan,loamy sand,nan,nan,nan,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-9,2018-01-24 00:00:00,264.0,4.866716776135799e-06,184.58067658911503
42,2-0020439,2018-10-15 14:23:00,2-ANNIE-10152018,Alpha,Dw,42.38126365,-71.49391192812799,0.258,0.145604559893098,0.296,0.298,2.01,0.121,0.028141513198014,0.246317411908892,10.8,1.11425696326343,0.19875,0.2335,0.197,78,311B,,61.0,None,None,0-14%,Moderately well drained,Moderately well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,woodbridge,nan,nan,fine sandy loam,nan,nan,very stony,120.96376037597656,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-9,2018-01-24 00:00:00,264.0,2.041376035258863e-05,163.83300722508537
43,2-0020439,2018-10-26 11:03:00,104-PARMENTER-10262018,Alpha,Dw,42.382002,-71.49635367892594,0.258,2.34,0.296,0.298,2.96,0.121,2.05,0.0972741171323066,22.2,0.425417060194048,0.19875,0.2335,0.197,81,307C,,61.0,None,None,0-14%,Well drained,Well drained,C,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,8 to 15 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,stony,0.0,1,0,2-0020439 - Hudson - Document_ID_481458 MW.pdf,Alpha,Z2-6-10032018,Water,2018-10-03 15:30:00,42.3854695,-71.49556256016757,0.258,72.5,0.296,0.298,81.7,0.121,2.04,45.1,1150,4.02,0.19875,0.2335,0.197,69,256A,,69.0,None,None,0-14%,Moderately well drained,Moderately well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,deerfield,nan,nan,loamy sand,nan,nan,nan,0.0,-12,2018-01-24 00:00:00,275.0,1.264942513984245e-05,189.56610371686537
