,folder,report,RTN,type,address,lab,error,results_pages,extracted
191,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930188 - 3 Stony 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,8,True
192,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930188 - 3 Stony 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,9,True
193,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930188 - 3 Stony 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,10,True
194,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930183 - 307 Chestnut - 07-10-19 final.pdf,2-0020923,receptor,,alpha,,7,True
195,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930183 - 307 Chestnut - 07-10-19 final.pdf,2-0020923,receptor,,alpha,,8,True
196,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930183 - 307 Chestnut - 07-10-19 final.pdf,2-0020923,receptor,,alpha,,9,True
197,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930183 - 307 Chestnut - 07-10-19 final.pdf,2-0020923,receptor,,alpha,,10,True
198,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930183 - 307 Chestnut - 07-10-19 final.pdf,2-0020923,receptor,,alpha,,11,True
199,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930186 - 290 Chestnut 07-10-19 Final.pdf,2-0020923,receptor,,alpha,,7,True
200,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930186 - 290 Chestnut 07-10-19 Final.pdf,2-0020923,receptor,,alpha,,8,True
201,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930186 - 290 Chestnut 07-10-19 Final.pdf,2-0020923,receptor,,alpha,,9,True
202,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930186 - 290 Chestnut 07-10-19 Final.pdf,2-0020923,receptor,,alpha,,10,True
203,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930186 - 290 Chestnut 07-10-19 Final.pdf,2-0020923,receptor,,alpha,,11,True
204,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929244 - 290 Chestnut 07-03-19 Final.pdf,2-0020923,receptor,,alpha,,7,True
205,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929244 - 290 Chestnut 07-03-19 Final.pdf,2-0020923,receptor,,alpha,,8,True
206,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929244 - 290 Chestnut 07-03-19 Final.pdf,2-0020923,receptor,,alpha,,9,True
207,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929240 - 308 Chestnut - 07-03-2019 prelim.pdf,2-0020923,receptor,,alpha,,8,True
208,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929240 - 308 Chestnut - 07-03-2019 prelim.pdf,2-0020923,receptor,,alpha,,9,True
209,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930191 - 305 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,7,True
210,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930191 - 305 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,8,True
211,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930191 - 305 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,9,True
212,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930191 - 305 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,10,True
213,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930191 - 305 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,11,True
214,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930190 - 296 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,7,True
215,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930190 - 296 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,8,True
216,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930190 - 296 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,9,True
217,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930190 - 296 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,10,True
218,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930190 - 296 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,11,True
219,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930189 - 308 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,7,True
220,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930189 - 308 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,8,True
221,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930189 - 308 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,9,True
222,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930189 - 308 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,10,True
223,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1930189 - 308 Chestnut - 07-10-2019 Final.pdf,2-0020923,receptor,,alpha,,11,True
226,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66117 - 5 Beechnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
227,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66110 - 343 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
228,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929240 - 308 Chestnut - 07-03-2019 Final.pdf,2-0020923,receptor,,alpha,,7,True
229,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929240 - 308 Chestnut - 07-03-2019 Final.pdf,2-0020923,receptor,,alpha,,8,True
230,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,L1929240 - 308 Chestnut - 07-03-2019 Final.pdf,2-0020923,receptor,,alpha,,9,True
231,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66107 - 290 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
232,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66107 - 290 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
233,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66107 - 290 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
234,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66109 - 3 Stony 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
235,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66109 - 3 Stony 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
236,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66109 - 3 Stony 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
237,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66113 - 307 Chestnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
238,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66113 - 307 Chestnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
239,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66113 - 307 Chestnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
240,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66118 - 308 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
241,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66118 - 308 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
242,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66118 - 308 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
243,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66120 - 341 Chestnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
244,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66120 - 341 Chestnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
245,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66120 - 341 Chestnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
246,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,Homeowner Test - FA66116.pdf,2-0020923,receptor,,sgs,,6,True
247,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,Homeowner Test - FA66116.pdf,2-0020923,receptor,,sgs,,7,True
248,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,Homeowner Test - FA66116.pdf,2-0020923,receptor,,sgs,,8,True
249,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66110R 343 Chesnut FB - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
250,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66112 - 9 Beechnut FB - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
251,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66117R 5 Beachnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
252,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66315 - 3 Stony 07-24-19 Final.pdf,2-0020923,receptor,,sgs,,6,True
253,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66315 - 3 Stony 07-24-19 Final.pdf,2-0020923,receptor,,sgs,,7,True
254,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66315 - 3 Stony 07-24-19 Final.pdf,2-0020923,receptor,,sgs,,8,True
255,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66112 - 9 Beechnut - 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
256,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66310 - 277 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
257,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66310 - 277 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
258,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66631 - 307 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
259,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66631 - 307 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
260,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66631 - 307 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
261,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66628 - 300 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
262,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66628 - 300 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
263,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66628 - 300 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
264,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66629 - 290 Chestnut 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
265,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66629 - 290 Chestnut 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
266,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66629 - 290 Chestnut 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
267,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66626 - 3 Stony 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
268,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66626 - 3 Stony 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
269,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66626 - 3 Stony 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
270,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66603 - 296 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
271,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66603 - 296 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
272,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66603 - 296 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
273,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66599 - 264 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
274,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66599 - 264 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
275,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66599 - 264 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
276,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66599 - 264 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,9,True
277,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66600 - 305 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
278,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66600 - 305 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
279,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66600 - 305 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
280,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66770 - 305 Chestnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
281,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66770 - 305 Chestnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
282,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66770 - 305 Chestnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
283,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66602 - 341 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
284,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66602 - 341 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
285,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66602 - 341 Chestnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
286,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66598 - 3 Beechnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
287,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66598 - 3 Beechnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
288,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66598 - 3 Beechnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
289,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66598 - 3 Beechnut - 07-31-2019 Final.pdf,2-0020923,receptor,,sgs,,9,True
290,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66825 - 296 Chestnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
291,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66825 - 296 Chestnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
292,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66825 - 296 Chestnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
293,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66819 - 9 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
294,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66819 - 9 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
295,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66819 - 9 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
296,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66819 - 9 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,9,True
297,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66818 - 7 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
298,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66818 - 7 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
299,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66818 - 7 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
300,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66818 - 7 Beechnut - 08-07-2019 Final.pdf,2-0020923,receptor,,sgs,,9,True
301,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66307 - 341 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
302,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66307 - 341 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
303,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66307 - 341 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
304,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66312 - 296 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
305,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66312 - 296 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
306,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66312 - 296 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
307,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66314 - 308 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
308,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66314 - 308 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
309,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66314 - 308 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
310,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66313 - 290 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
311,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66313 - 290 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
312,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66313 - 290 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
313,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66311 - 300 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
314,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66311 - 300 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
315,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66311 - 300 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
316,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66309 - 307 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
317,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66309 - 307 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
318,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66309 - 307 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
319,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66308 - 305 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
320,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66308 - 305 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,7,True
321,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66308 - 305 Chestnut - 07-24-2019 Final.pdf,2-0020923,receptor,,sgs,,8,True
322,Disposal Site Private Well Lab Reports/2-0020923 - Hudson - 308 Chestnut PFAS/,FA66122 - 305 Chestnut 07-17-2019 Final.pdf,2-0020923,receptor,,sgs,,6,True
